"Timestamp","Album_Title","Item_Count","Href","Status","Note"
"2026-09-13 09:32:15","정세라 핸드폰 사진\아이폰X_2019~2021.11\202010_b","항목 345개","/album/AF1QipNe5tJP4qfpodykEzrrj8cjEvYPjp3eu1ZCwk6J","SUCCESS",""
"2026-09-13 09:32:23","정세라 핸드폰 사진\아이폰X_2019~2021.11\202009_d","항목 685개","/album/AF1QipO3-7uNKa5TPqjd0CpGwWn_HrducDZgPqomPz0y","SUCCESS",""
"2026-09-13 09:32:29","정세라 핸드폰 사진\아이폰X_2019~2021.11\202009_c","항목 52개","/album/AF1QipPG8ZQuwHaV1NmPyCdqM1bq6sHBiN-kpPkoOCP3","SUCCESS",""
"2026-09-13 09:32:50","정세라 핸드폰 사진\아이폰X_2019~2021.11\202009_b","항목 217개","/album/AF1QipOBRmEzhO5d-tMyNOoVcn9Xrizi9DVHLRSRbetW","SUCCESS","Delete album menuitem not found"
"2026-09-13 09:32:59","정세라 핸드폰 사진\아이폰X_2019~2021.11\202008_b","항목 29개","/album/AF1QipOi6YsO5QcmQRvgSiexT5nbFDmswdEyJAfswvqq","SUCCESS",""
"2026-09-13 09:33:56","정세라 핸드폰 사진\아이폰X_2019~2021.11\202008_a","항목 235개","/album/AF1QipPU6KCjVkGgrcQb6bZ2Pk8g0A0QPhZZnvZ8Dewm","SUCCESS","Confirm delete button in dialog not found"
"2026-09-13 09:34:04","정세라 핸드폰 사진\아이폰X_2019~2021.11\202007_d","항목 120개","/album/AF1QipPu4EdzcqwBcz0xm2xVMqLGsxPtyxm7jMGlwb5s","SUCCESS",""
"2026-09-13 09:34:17","정세라 핸드폰 사진\아이폰X_2019~2021.11\202007_c","항목 319개","/album/AF1QipO7z8dTDqgc7lh2dZOz1Gs5JLWqR0PgQxPzN8dT","SUCCESS",""
"2026-09-13 09:34:23","정세라 핸드폰 사진\아이폰X_2019~2021.11\202007_b","항목 41개","/album/AF1QipOR1dyjHxwAUiHIzyjbreyFIlMQa2lyLgFq8Wfl","SUCCESS",""
"2026-09-13 09:34:31","정세라 핸드폰 사진\아이폰X_2019~2021.11\202006_h","항목 59개","/album/AF1QipMy75gWKS0b1ydb_eic5M0nLBGt-sk3AS7U_Zrz","SUCCESS",""
"2026-09-13 09:34:37","정세라 핸드폰 사진\아이폰X_2019~2021.11\202006_g","항목 20개","/album/AF1QipNQx1Hoe3tt7J0syGerNCwO7ENevOM_1EwIemuX","SUCCESS",""
"2026-09-13 09:34:44","정세라 핸드폰 사진\아이폰X_2019~2021.11\202006_f","항목 88개","/album/AF1QipO3zGj3UfPmK3H2Kc4HoW5QF_q_MbLjsIHM_1SP","SUCCESS",""
"2026-09-13 09:34:51","정세라 핸드폰 사진\아이폰X_2019~2021.11\202006_d","항목 361개","/album/AF1QipNKTmm8xA-vuRitiFcxUgF9CT8W23JkYEbyjKsW","SUCCESS",""
"2026-09-13 09:35:06","정세라 핸드폰 사진\아이폰X_2019~2021.11\202005_b","항목 227개","/album/AF1QipNrEDeQucGLyEJ1azNAjPdcu1m-riRK3UULUEHP","SUCCESS","Confirm delete button in dialog not found"
"2026-09-13 09:35:14","정세라 핸드폰 사진\아이폰X_2019~2021.11\202005_a","항목 480개","/album/AF1QipPX5R7XnY1mZ6nLPHMexTLsXhz85pTyDTMfQj0O","SUCCESS",""
"2026-09-13 09:35:22","정세라 핸드폰 사진\아이폰X_2019~2021.11\202004__","항목 501개","/album/AF1QipMHsj7exj0jnkKOBYrvHHkjtP8uOiaYaVbtIsuF","SUCCESS",""
"2026-09-13 09:35:37","정세라 핸드폰 사진\아이폰X_2019~2021.11\202003_b","항목 350개","/album/AF1QipN9_wvbQTkVqRNeEmomkEH8wOG2gdaO8ec5aCDa","SUCCESS","Confirm delete button in dialog not found"
"2026-09-13 09:35:44","정세라 핸드폰 사진\아이폰X_2019~2021.11\202002__","항목 459개","/album/AF1QipMUVw16UPKFv9_KzG4TGtKPZhOviNWL4Crwt2sS","SUCCESS",""
"2026-09-13 09:35:51","정세라 핸드폰 사진\아이폰X_2019~2021.11\202001_d","항목 71개","/album/AF1QipNY2dWJi7n2uJzBpXaZuC06OKlJ-mNW1EPHZBYc","SUCCESS",""
"2026-09-13 09:35:58","정세라 핸드폰 사진\아이폰X_2019~2021.11\202001_b","항목 255개","/album/AF1QipOi4QPhgFJEtktHjL1G45E8jI3CAfJaaeC8mZPR","SUCCESS",""
"2026-09-13 09:36:29","정세라 핸드폰 사진\아이폰X_2019~2021.11\202001_b","항목 65개","/album/AF1QipMSbA0j3N2rbaivaOXVNx8K_8jzET266_jvKAqR","SUCCESS","Confirm delete button in dialog not found"
"2026-09-13 09:36:45","정세라 핸드폰 사진\아이폰X_2019~2021.11\2019년","항목 28개","/album/AF1QipNbVlAy09TLlVVbTkpPtUMGACwhC3vy3YxRhkqm","SUCCESS","Delete album menuitem not found"
"2026-09-13 09:36:53","정세라 핸드폰 사진\아이폰X_2019~2021.11\201912_a","항목 432개","/album/AF1QipNg_-mkrP9auKKNqGjnhketP3YDc_ACpmnqVdIZ","SUCCESS",""
"2026-09-13 09:37:01","정세라 핸드폰 사진\아이폰X_2019~2021.11\201911_b","항목 125개","/album/AF1QipPnVexF5EQJ9viOuwaVVRBNnF01AkQKSta3G8xk","SUCCESS",""
"2026-09-13 09:37:08","정세라 핸드폰 사진\아이폰X_2019~2021.11\201911_a","항목 574개","/album/AF1QipM6_vyzKp3dKsAx6t6820FVNp78hwj_R0RRqorM","SUCCESS",""
"2026-09-13 09:37:14","정세라 핸드폰 사진\아이폰X_2019~2021.11\201911__","항목 150개","/album/AF1QipOEQ66YdwpRxM1VjyiEgbJ8NJk32rDr0KpxJTzv","SUCCESS",""
"2026-09-13 09:37:21","정세라 핸드폰 사진\아이폰X_2019~2021.11\201910_q","항목 249개","/album/AF1QipMWoQKN8AEuH-ZtwFoCmA6SBkX_Zs2_RGAYHfqi","SUCCESS",""
"2026-09-13 09:37:28","정세라 핸드폰 사진\아이폰X_2019~2021.11\201910_p","항목 126개","/album/AF1QipNw5Ar5wZjDjLnzC4V1o-S2AIGXlJDRH1i32gIX","SUCCESS",""
"2026-09-13 09:37:35","정세라 핸드폰 사진\아이폰X_2019~2021.11\201910_o","항목 540개","/album/AF1QipNgjKHPFtqIS-GdgL5hpF65B-34Rmaw1wX1dZn4","SUCCESS",""
"2026-09-13 09:37:48","정세라 핸드폰 사진\아이폰X_2019~2021.11\201910_n","항목 182개","/album/AF1QipPEYmcIuILH-cWCD_Qm8NVcRiy0IbDarTrtNYis","SUCCESS","Confirm delete button in dialog not found"
"2026-09-13 09:37:55","정세라 핸드폰 사진\아이폰X_2019~2021.11\201910_i","항목 91개","/album/AF1QipMoafp4nVPPgEQS7uxgCBdFQc90v98dsn7SjjRr","SUCCESS",""
"2026-09-13 09:38:09","정세라 핸드폰 사진\아이폰X_2019~2021.11\201910__","항목 252개","/album/AF1QipMV5Jc_lmZGdfBETpqNsVcgw1xCRfKabQttAHIk","SUCCESS","Confirm delete button in dialog not found"
"2026-09-13 09:38:17","정세라 핸드폰 사진\아이폰X_2019~2021.11\201909__","항목 669개","/album/AF1QipOmaR2eSGcaywyWO-ieTrERXpymMrsrJ8e9vSQx","SUCCESS",""
"2026-09-13 09:38:23","정세라 핸드폰 사진\아이폰X_2019~2021.11\201908_c","항목 604개","/album/AF1QipPFG47ndp2WzhTgMKbukRDlYRhsESkgdNLBIShq","SUCCESS",""
"2026-09-13 09:38:34","정세라 핸드폰 사진\아이폰X_2019~2021.11\201908_b","항목 91개","/album/AF1QipOntKe2Is0aQKdj2c7HxG0d8KXRFPtCgtDnWrFa","SUCCESS",""
"2026-09-13 09:38:51","정세라 핸드폰 사진\아이폰X_2019~2021.11\201908_a","항목 217개","/album/AF1QipPNXqWydcYcxR3bqr5gXWGR3HA-xIXccoCCxEfd","SUCCESS",""
"2026-09-13 09:39:00","정세라 핸드폰 사진\아이폰X_2019~2021.11\201908__","항목 21개","/album/AF1QipMewXeGjEehajT9GWnFGdEQ_4XF_XnhBe8dUyTu","SUCCESS",""
"2026-09-13 09:39:20","정세라 핸드폰 사진\아이폰X_2019~2021.11\201907_b","항목 886개","/album/AF1QipPGa2bSBscGCUr6ij2tQOJYf9XG7sLw-UrKx--X","SUCCESS","Confirm delete button in dialog not found"
"2026-09-13 09:39:27","정세라 핸드폰 사진\아이폰X_2019~2021.11\201907_a","항목 31개","/album/AF1QipNl07eCoBoWYwxIPkRSbhAKIBh137RQ0A9pPFU4","SUCCESS",""
"2026-09-13 09:39:34","정세라 핸드폰 사진\아이폰X_2019~2021.11\201906__","항목 535개","/album/AF1QipNyFaxsolKWQynQ6aI4hvHXDHieK0LorZGijNY7","SUCCESS",""
"2026-09-13 09:39:42","정세라 핸드폰 사진\아이폰X_2019~2021.11\201905_a","항목 702개","/album/AF1QipOfpMFVZsiMGQ1N41sDDCtKt-b62TpRUGdrEeMO","SUCCESS",""
"2026-09-13 09:39:56","정세라 핸드폰 사진\아이폰X_2019~2021.11\201904__","항목 801개","/album/AF1QipMXCnTXi7ypnHsqpJbjOSufXmW8yrpdOUz_cS41","SUCCESS","Confirm delete button in dialog not found"
"2026-09-13 09:40:03","정세라 핸드폰 사진\아이폰X_2019~2021.11\201905__","항목 96개","/album/AF1QipM1SnkDAnWmd741qSDz4Q7JdRClPHi-3s8W7h_Y","SUCCESS",""
"2026-09-13 09:40:16","정세라 핸드폰 사진\아이폰X_2019~2021.11\201811__","항목 5개","/album/AF1QipNyyck-3YkRblbWv2r_gzcWKexJCwxCJNhDXmZ3","SUCCESS","Confirm delete button in dialog not found"
"2026-09-13 09:40:24","정세라 핸드폰 사진\아이폰X_2019~2021.11\201807__","항목 10개","/album/AF1QipPoUTPhvobHMeezIW5OdLB_y4fGvAyj6F5Hvpgr","SUCCESS",""
"2026-09-13 09:40:30","정세라 핸드폰 사진\아이폰X_2019~2021.11\201806_x","항목 105개","/album/AF1QipPLaPiadRXk3_7CdkwnoDUNlhtaVZZ_5IPHb4ZJ","SUCCESS",""
"2026-09-13 09:40:37","정세라 핸드폰 사진\아이폰X_2019~2021.11\201806_w","항목 55개","/album/AF1QipPtfKQZMsfAgPM8PQKDX76Xgas095p6h2j3VJOq","SUCCESS",""
"2026-09-13 09:40:43","정세라 핸드폰 사진\아이폰X_2019~2021.11\201806_v","항목 319개","/album/AF1QipOZUpiBEcuRUbBGwlPyLtZaabA-duiWajMKY7CF","SUCCESS",""
"2026-09-13 09:40:54","정세라 핸드폰 사진\아이폰X_2019~2021.11\201806_u","항목 176개","/album/AF1QipOldvDspU8P_PyRf0OBLkxLEk4493j3iTJdwXT8","SUCCESS",""
"2026-09-13 09:41:17","정세라 핸드폰 사진\아이폰X_2019~2021.11\201806_t","항목 80개","/album/AF1QipMLPEsslf-gLNsfTbwwIJw9gjP2uT-2NIrXO_dj","SUCCESS",""
"2026-09-13 09:41:37","정세라 핸드폰 사진\아이폰X_2019~2021.11\201806_s","항목 111개","/album/AF1QipPw7yGW0HztY3ytdKqSOoRhMynoZ1RqszygqZ7L","SUCCESS","Delete album menuitem not found"
"2026-09-13 09:41:43","정세라 핸드폰 사진\아이폰X_2019~2021.11\201806_r","항목 132개","/album/AF1QipOX2FsFVY1bavqHI3-8SDLPvhmhTPz_VLZJqXwD","SUCCESS",""
"2026-09-13 09:41:50","정세라 핸드폰 사진\아빠_시영사진","항목 1472개","/album/AF1QipPLjG29Dcq45NGc3JL87CIpPlGYUcd-Kdx2_vsI","SUCCESS",""
"2026-09-13 09:41:56","정세라 핸드폰 사진\아빠_시영사진","항목 2개","/album/AF1QipP0UNA9OhIIqmWE12IRwl4FwuVVDcY720OJVIZ5","SUCCESS",""
"2026-09-13 09:42:04","시영(쑥쑥)이와 함께\2016(시영이 태어난 해)\5월_1(이상 iPhone촬영)","항목 187개","/album/AF1QipNGzlX_VJ-muApFQP6-CVDordrCo4x5bKHUoYuq","SUCCESS",""
"2026-09-13 09:42:11","Pictures\iPhone4_backup_1211","항목 267개","/album/AF1QipPB9cVLyig4sKIaKgKbBoHLy5EmhniCoGQj0GLM","SUCCESS",""
"2026-09-13 09:42:18","Pictures\Photo Stream\My Photo Stream","항목 26개","/album/AF1QipMhA6TFKenXMwRC3h4EMiOzcnGPA-HHYE0hVMXH","SUCCESS",""
"2026-09-13 09:42:32","Pictures\SVP 5120\2010-12-11 iPhone4_SVP선배","항목 9개","/album/AF1QipOAZ2E2Egqw1L-SirVjTDvKf17Erpts0fwCMdUF","SUCCESS",""
"2026-09-13 09:42:40","Desktop\y_Backup_정리필요\세라폰_정리중__201910\103APPLE","항목 997개","/album/AF1QipOQrRK4ib3CfPjJTpohYtCg1JRjhFQgXs-DVtHf","SUCCESS",""
"2026-09-13 09:42:47","Desktop\y_Backup_정리필요\세라폰_정리중__201910\103APPLE","항목 6개","/album/AF1QipMw7xw2UO_z2MeGwy1acvHenntwah7xqD5OBCle","SUCCESS",""
"2026-09-13 09:42:53","정세라 핸드폰 사진\아이폰X_2019~2021.11\201907__","항목 9개","/album/AF1QipNticcYJCdXiVcDShdZ-2x4Ob8XdaC_UJxCFLBm","SUCCESS",""
"2026-09-13 09:43:00","정세라 핸드폰 사진\아이폰X_2019~2021.11\201906_a","항목 4개","/album/AF1QipNf5iQa5HwV_Gc66q1DlB9TUyxGe8Ahh04YHOFk","SUCCESS",""
"2026-09-13 09:43:07","Desktop\y_Backup_정리필요\세라폰_정리중__201910\102APPLE","항목 1372개","/album/AF1QipNYEDAssyxXHo0zYXwmkwOfZ6wne_RUw-eIM_bz","SUCCESS",""
"2026-09-13 09:43:17","Desktop\y_Backup_정리필요\세라폰_정리중__201910\100APPLE","항목 234개","/album/AF1QipOfunDI-aeZ3yb27vpKIV8kMLyHRI3tqW0Tki28","SUCCESS",""
"2026-09-13 09:43:32","Desktop\y_Backup_정리필요\세라폰_정리중__201910\100APPLE","항목 1개","/album/AF1QipPJU4X8QTN_9xZObEYCuJ0QH7VyEIH0Bm4b9Td0","SUCCESS","Page.goto: net::ERR_ABORTED at https://photos.google.com/album/AF1QipPJU4X8QTN_9xZObEYCuJ0QH7VyEIH0B"
"2026-09-13 09:43:41","Desktop\y_Backup_정리필요\김쓕♥\2016 김시영\초음파사진_모아베베","항목 5개","/album/AF1QipMDrfGo9lz4G0FM-RdgQkAT3fVYc6UzmjqRAPKG","SUCCESS",""
"2026-09-13 09:43:52","시영(쑥쑥)이와 함께\2015(쑥쑥이 엄마 뱃속에서)\초음파사진_모아베베","항목 5개","/album/AF1QipOn4z3udiwwTS2bei1tLQUhZ-pmtVlir0SPoVSN","SUCCESS",""
"2026-09-13 09:43:58","정세라 핸드폰 사진\김쓕♥\2016 김시영\초음파사진_모아베베","항목 5개","/album/AF1QipMnS1eibo0EHrzq7BiTafoMJItUZSo_N7Rd_DNy","SUCCESS",""
"2026-09-13 09:44:07","Desktop\y_Backup_정리필요\김쓕♥\2016 김시영\2016-05","항목 364개","/album/AF1QipOFEPwuHUmBN3SobalQ5BfGC_gdWJOyWbiTXKfW","SUCCESS",""
"2026-09-13 09:44:14","Desktop\WeChat","항목 744개","/album/AF1QipM9x9RLenKX-o3VmWA0oNvGcaRJNFj9dfZ9bVej","SUCCESS",""
"2026-09-13 09:44:22","Desktop\SVP 5120\영상들\쿠키영상","항목 1개","/album/AF1QipOYTrCyk7PgOxe6Zpn6FYeI6OSgAOgxhj6-tDyX","SUCCESS",""
"2026-09-13 09:44:35","Desktop\SVP 5120\영상들\동영상 편집\정원,성경","항목 1개","/album/AF1QipOqa2x7UkTBkkIpVz02VEdTiUXdn-uP2Ecbl7sU","SUCCESS",""
"2026-09-13 09:44:42","Desktop\SVP 5120\영상들\동영상 편집","항목 1개","/album/AF1QipN_nlLI6jSJzoWs2zA8BiG8GHrHtDAvE0dsL_xH","SUCCESS",""
"2026-09-13 09:44:50","Desktop\SVP 5120\무사회PPT\일과정리","항목 3개","/album/AF1QipNfl0BjokcyhfpQ4ucKIma1aivFvANDGdPkzb3T","SUCCESS",""
"2026-09-13 09:44:57","Desktop\SVP 5120\무사회PPT","항목 2개","/album/AF1QipPdZ0GvjXpDD3eHWtf9XWjjlVIWegTzz2mOqvDb","SUCCESS",""
"2026-09-13 09:45:03","Desktop\SVP 5120\WeAreOneFestival\응원곡\그룹 응원곡 가르치는 영상","항목 2개","/album/AF1QipOjIzuRYPFdE7hXLEUq7tJPVXKjRWO9BsvdUMKa","SUCCESS",""
"2026-09-13 09:45:10","Desktop\SVP 5120\E팀정리","항목 1개","/album/AF1QipMS8_JWHK8siwMScXWDCMJ4eLR3PKYAfzwcV9_L","SUCCESS",""
"2026-09-13 09:45:16","Recycled\Dg215","항목 1개","/album/AF1QipPHR9xceqpmCVaE1ZdliVEYQ_2GcWBwsFMDCTcf","SUCCESS",""
"2026-09-13 09:45:24","시영(쑥쑥)이와 함께\2019(아빠 광저우 주재원 1년차)\20190517__하나유치원_활동사진","항목 44개","/album/AF1QipP5t0OhaEkVyMNkqeZIAa9H5hmh0U3OSprOGOih","SUCCESS",""
"2026-09-13 09:45:34","시영(쑥쑥)이와 함께\2019(아빠 광저우 주재원 1년차)\20190517__하나유치원_활동사진","항목 245개","/album/AF1QipPl_JL7Vn1D6h7UoxKrvAjtB-xglFLsGLGiO-jQ","SUCCESS",""
"2026-09-13 09:45:50","Desktop\2018(아빠 복귀했다 다시 주재원)","항목 2521개","/album/AF1QipNT1NTBrCsaSFM6lk2CBWRQSDx8UyXYKul48YvW","SUCCESS",""
"2026-09-13 09:46:05","시영(쑥쑥)이와 함께\2018(아빠 복귀했다 다시 주재원)\20180628-0702 베트남다낭여행","항목 1638개","/album/AF1QipOJqhvq2Yh8KmMn9RpQRtUNa0oNIBgwfxp835IC","SUCCESS",""
"2026-09-13 09:46:14","Desktop\y_Backup_정리필요\기타_SNS_사진__201910\KakaoTalk","항목 18개","/album/AF1QipOTux2p5pUQWDFmXc8GA-JmDDkO0n7dsJgv3CQq","SUCCESS",""
"2026-09-13 09:46:21","Desktop\y_Backup_정리필요\기타_SNS_사진__201910\KakaoTalk","항목 1개","/album/AF1QipNTezqDsn2ZXVJ6xTTY5j1QvTAmzRR8FPIx7DYL","SUCCESS",""
"2026-09-13 09:46:29","Desktop\2016(시영이 태어난 해)\6월3일_파스텔(100일)","항목 119개","/album/AF1QipMCgkwgjYyrHwui86A_a9XJq3LRzIrUtwwkyZhX","SUCCESS",""
"2026-09-13 09:46:36","Desktop\2016(시영이 태어난 해)\베이비파스텔성장앨범\16.06.03 김시영 (100일)","항목 119개","/album/AF1QipOQLxlQXVA1cNDJaOIjibgMk8SI1JTmDSQ5yiXo","SUCCESS",""
